word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruText.started,InstruText.stopped,Target.started,Target.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
blue,yellow,0,up,0,0,0,6,25.946584512945265,None,27.262494278955273,None,down,0,1.163086175918579,27.262494278955273,None,28.63071532396134,None,6666,001,2020_Jan_16_1035,stroopExperiment,3.2.4,60.52312084560437,
red,yellow,0,up,0,1,1,3,,,29.963999344035983,None,right,0,0.5215851680841297,29.963999344035983,None,30.564125300035812,None,6666,001,2020_Jan_16_1035,stroopExperiment,3.2.4,60.52312084560437,
